start_time,end_time,duration_hours,sleep_stage
2026-01-13 01:05:42 -0800,2026-01-13 01:17:39 -0800,0.1992,Core Sleep
2026-01-13 01:17:39 -0800,2026-01-13 01:27:37 -0800,0.1661,REM Sleep
2026-01-13 01:27:37 -0800,2026-01-13 01:52:32 -0800,0.4153,Core Sleep
2026-01-13 01:52:32 -0800,2026-01-13 02:34:24 -0800,0.6978,Deep Sleep
2026-01-13 02:34:24 -0800,2026-01-13 02:43:22 -0800,0.1494,Core Sleep
2026-01-13 02:43:22 -0800,2026-01-13 03:05:47 -0800,0.3736,REM Sleep
2026-01-13 03:05:47 -0800,2026-01-13 03:50:09 -0800,0.7394,Core Sleep
2026-01-13 03:50:09 -0800,2026-01-13 03:52:08 -0800,0.0331,Deep Sleep
2026-01-13 03:52:08 -0800,2026-01-13 03:53:38 -0800,0.0250,Core Sleep
2026-01-13 03:53:38 -0800,2026-01-13 03:55:08 -0800,0.0250,Awake
2026-01-13 03:55:08 -0800,2026-01-13 04:08:35 -0800,0.2242,Core Sleep
2026-01-13 04:08:35 -0800,2026-01-13 04:37:59 -0800,0.4900,REM Sleep
2026-01-13 04:37:59 -0800,2026-01-13 05:06:53 -0800,0.4817,Core Sleep
2026-01-13 05:06:53 -0800,2026-01-13 05:07:53 -0800,0.0167,Awake
2026-01-13 05:07:53 -0800,2026-01-13 05:56:14 -0800,0.8058,Core Sleep
2026-01-13 05:56:14 -0800,2026-01-13 05:56:43 -0800,0.0081,Deep Sleep
2026-01-13 05:56:43 -0800,2026-01-13 05:57:13 -0800,0.0083,Core Sleep
2026-01-13 05:57:13 -0800,2026-01-13 05:58:43 -0800,0.0250,Awake
2026-01-13 05:58:43 -0800,2026-01-13 06:11:11 -0800,0.2078,Core Sleep
2026-01-13 06:11:11 -0800,2026-01-13 06:56:32 -0800,0.7558,REM Sleep
2026-01-13 06:56:32 -0800,2026-01-13 06:57:32 -0800,0.0167,Awake
2026-01-13 06:57:32 -0800,2026-01-13 07:08:29 -0800,0.1825,Core Sleep
2026-01-13 07:08:29 -0800,2026-01-13 07:11:29 -0800,0.0500,Awake
2026-01-13 07:11:29 -0800,2026-01-13 07:13:28 -0800,0.0331,Core Sleep
2026-01-14 00:41:35 -0800,2026-01-14 01:01:31 -0800,0.3322,Core Sleep
2026-01-14 01:01:31 -0800,2026-01-14 01:34:24 -0800,0.5481,Deep Sleep
2026-01-14 01:34:24 -0800,2026-01-14 01:40:53 -0800,0.1081,Awake
2026-01-14 01:40:53 -0800,2026-01-14 01:55:50 -0800,0.2492,Core Sleep
2026-01-14 01:55:50 -0800,2026-01-14 02:02:19 -0800,0.1081,Deep Sleep
2026-01-14 02:02:19 -0800,2026-01-14 02:33:43 -0800,0.5233,Core Sleep
2026-01-14 02:33:43 -0800,2026-01-14 03:06:36 -0800,0.5481,Deep Sleep
2026-01-14 03:06:36 -0800,2026-01-14 03:13:05 -0800,0.1081,Core Sleep
2026-01-14 03:13:05 -0800,2026-01-14 03:38:30 -0800,0.4236,REM Sleep
2026-01-14 03:38:30 -0800,2026-01-14 03:40:00 -0800,0.0250,Awake
2026-01-14 03:40:00 -0800,2026-01-14 04:23:51 -0800,0.7308,Core Sleep
2026-01-14 04:23:51 -0800,2026-01-14 04:30:49 -0800,0.1161,Deep Sleep
2026-01-14 04:30:49 -0800,2026-01-14 04:50:16 -0800,0.3242,Core Sleep
2026-01-14 04:50:16 -0800,2026-01-14 05:33:07 -0800,0.7142,REM Sleep
2026-01-14 05:33:07 -0800,2026-01-14 06:36:24 -0800,1.0547,Core Sleep
2026-01-14 06:36:24 -0800,2026-01-14 06:37:54 -0800,0.0250,Awake
2026-01-14 06:37:54 -0800,2026-01-14 06:59:19 -0800,0.3569,Core Sleep
2026-01-14 06:59:19 -0800,2026-01-14 07:02:49 -0800,0.0583,Awake
2026-01-14 07:02:49 -0800,2026-01-14 07:06:48 -0800,0.0664,Core Sleep
2026-01-14 07:06:48 -0800,2026-01-14 07:18:16 -0800,0.1911,REM Sleep
2026-01-15 00:10:06 -0800,2026-01-15 00:25:32 -0800,0.2572,Core Sleep
2026-01-15 00:25:32 -0800,2026-01-15 00:34:31 -0800,0.1497,Deep Sleep
2026-01-15 00:34:31 -0800,2026-01-15 00:46:28 -0800,0.1992,Core Sleep
2026-01-15 00:46:28 -0800,2026-01-15 00:55:26 -0800,0.1494,Deep Sleep
2026-01-15 00:55:26 -0800,2026-01-15 01:34:19 -0800,0.6481,Core Sleep
2026-01-15 01:34:19 -0800,2026-01-15 01:58:14 -0800,0.3986,Deep Sleep
2026-01-15 01:58:14 -0800,2026-01-15 02:20:10 -0800,0.3656,Core Sleep
2026-01-15 02:20:10 -0800,2026-01-15 02:20:40 -0800,0.0083,Awake
2026-01-15 02:20:40 -0800,2026-01-15 02:28:08 -0800,0.1244,Core Sleep
2026-01-15 02:28:08 -0800,2026-01-15 03:07:30 -0800,0.6561,REM Sleep
2026-01-15 03:07:30 -0800,2026-01-15 03:40:54 -0800,0.5567,Core Sleep
2026-01-15 03:40:54 -0800,2026-01-15 03:47:22 -0800,0.1078,Deep Sleep
2026-01-15 03:47:22 -0800,2026-01-15 04:18:46 -0800,0.5233,Core Sleep
2026-01-15 04:18:46 -0800,2026-01-15 04:19:46 -0800,0.0167,Awake
2026-01-15 04:19:46 -0800,2026-01-15 04:24:45 -0800,0.0831,Core Sleep
2026-01-15 04:24:45 -0800,2026-01-15 04:42:11 -0800,0.2906,REM Sleep
2026-01-15 04:42:11 -0800,2026-01-15 05:34:01 -0800,0.8639,Core Sleep
2026-01-15 05:34:01 -0800,2026-01-15 06:29:20 -0800,0.9219,REM Sleep
2026-01-15 06:29:20 -0800,2026-01-15 06:30:20 -0800,0.0167,Awake
2026-01-15 06:30:20 -0800,2026-01-15 07:22:09 -0800,0.8636,Core Sleep
2026-01-15 07:22:09 -0800,2026-01-15 07:23:09 -0800,0.0167,Awake
2026-01-15 07:23:09 -0800,2026-01-15 07:28:38 -0800,0.0914,Core Sleep
2026-01-15 07:28:38 -0800,2026-01-15 07:45:05 -0800,0.2742,REM Sleep
2026-01-15 07:45:05 -0800,2026-01-15 07:46:05 -0800,0.0167,Awake
2026-01-15 07:46:05 -0800,2026-01-15 07:52:33 -0800,0.1078,Core Sleep
2026-01-16 00:29:04 -0800,2026-01-16 00:53:29 -0800,0.4069,Core Sleep
2026-01-16 00:53:29 -0800,2026-01-16 00:54:29 -0800,0.0167,Awake
2026-01-16 00:54:29 -0800,2026-01-16 01:05:27 -0800,0.1828,Core Sleep
2026-01-16 01:05:27 -0800,2026-01-16 01:30:22 -0800,0.4153,Deep Sleep
2026-01-16 01:30:22 -0800,2026-01-16 01:32:22 -0800,0.0333,Awake
2026-01-16 01:32:22 -0800,2026-01-16 02:10:44 -0800,0.6394,Core Sleep
2026-01-16 02:10:44 -0800,2026-01-16 02:20:12 -0800,0.1578,Deep Sleep
2026-01-16 02:20:12 -0800,2026-01-16 02:43:08 -0800,0.3822,Core Sleep
2026-01-16 02:43:08 -0800,2026-01-16 03:29:59 -0800,0.7808,REM Sleep
2026-01-16 03:29:59 -0800,2026-01-16 04:01:23 -0800,0.5233,Core Sleep
2026-01-16 04:01:23 -0800,2026-01-16 04:22:18 -0800,0.3486,Deep Sleep
2026-01-16 04:22:18 -0800,2026-01-16 04:46:14 -0800,0.3989,Core Sleep
2026-01-16 04:46:14 -0800,2026-01-16 05:04:40 -0800,0.3072,REM Sleep
2026-01-16 05:04:40 -0800,2026-01-16 06:00:59 -0800,0.9386,Core Sleep
2026-01-16 06:00:59 -0800,2026-01-16 07:14:15 -0800,1.2211,REM Sleep
2026-01-16 07:14:15 -0800,2026-01-16 07:16:44 -0800,0.0414,Awake
2026-01-16 07:16:44 -0800,2026-01-16 07:23:43 -0800,0.1164,Core Sleep
2026-01-16 07:23:43 -0800,2026-01-16 07:35:40 -0800,0.1992,Awake
2026-01-16 07:35:40 -0800,2026-01-16 07:38:10 -0800,0.0417,Core Sleep
2026-01-17 01:23:45 -0800,2026-01-17 01:36:43 -0800,0.2161,Core Sleep
2026-01-17 01:36:43 -0800,2026-01-17 01:42:42 -0800,0.0997,Deep Sleep
2026-01-17 01:42:42 -0800,2026-01-17 01:48:40 -0800,0.0994,Core Sleep
2026-01-17 01:48:40 -0800,2026-01-17 02:16:05 -0800,0.4569,Deep Sleep
2026-01-17 02:16:05 -0800,2026-01-17 02:17:05 -0800,0.0167,Core Sleep
2026-01-17 02:17:05 -0800,2026-01-17 02:24:33 -0800,0.1244,Deep Sleep
2026-01-17 02:24:33 -0800,2026-01-17 03:00:26 -0800,0.5981,Core Sleep
2026-01-17 03:00:26 -0800,2026-01-17 03:40:48 -0800,0.6728,Deep Sleep
2026-01-17 03:40:48 -0800,2026-01-17 03:52:16 -0800,0.1911,Core Sleep
2026-01-17 03:52:16 -0800,2026-01-17 04:13:41 -0800,0.3569,REM Sleep
2026-01-17 04:13:41 -0800,2026-01-17 05:27:56 -0800,1.2375,Core Sleep
2026-01-17 05:27:56 -0800,2026-01-17 06:05:49 -0800,0.6314,REM Sleep
2026-01-17 06:05:49 -0800,2026-01-17 06:46:40 -0800,0.6808,Core Sleep
2026-01-17 06:46:40 -0800,2026-01-17 06:48:40 -0800,0.0333,Awake
2026-01-17 06:48:40 -0800,2026-01-17 07:19:04 -0800,0.5067,Core Sleep
2026-01-17 07:19:04 -0800,2026-01-17 07:33:31 -0800,0.2408,REM Sleep
2026-01-17 07:33:31 -0800,2026-01-17 07:35:01 -0800,0.0250,Awake
2026-01-17 07:35:01 -0800,2026-01-17 07:36:00 -0800,0.0164,Core Sleep
2026-01-17 07:36:00 -0800,2026-01-17 07:46:28 -0800,0.1744,REM Sleep
2026-01-17 07:46:28 -0800,2026-01-17 08:00:26 -0800,0.2328,Awake
2026-01-17 08:00:26 -0800,2026-01-17 08:32:49 -0800,0.5397,Core Sleep
2026-01-17 08:32:49 -0800,2026-01-17 09:12:11 -0800,0.6561,REM Sleep
2026-01-17 09:12:11 -0800,2026-01-17 10:09:00 -0800,0.9469,Core Sleep
2026-01-17 10:09:00 -0800,2026-01-17 10:26:26 -0800,0.2906,REM Sleep
2026-01-17 10:26:26 -0800,2026-01-17 10:28:56 -0800,0.0417,Core Sleep
2026-01-17 10:28:56 -0800,2026-01-17 10:31:25 -0800,0.0414,REM Sleep
2026-01-18 01:33:18 -0800,2026-01-18 01:47:45 -0800,0.2408,Core Sleep
2026-01-18 01:47:45 -0800,2026-01-18 01:49:45 -0800,0.0333,Deep Sleep
2026-01-18 01:49:45 -0800,2026-01-18 02:09:11 -0800,0.3239,Core Sleep
2026-01-18 02:09:11 -0800,2026-01-18 02:21:39 -0800,0.2078,Deep Sleep
2026-01-18 02:21:39 -0800,2026-01-18 02:24:38 -0800,0.0497,Core Sleep
2026-01-18 02:24:38 -0800,2026-01-18 02:37:36 -0800,0.2161,REM Sleep
2026-01-18 02:37:36 -0800,2026-01-18 03:00:01 -0800,0.3736,Core Sleep
2026-01-18 03:00:01 -0800,2026-01-18 03:02:01 -0800,0.0333,Deep Sleep
2026-01-18 03:02:01 -0800,2026-01-18 03:02:31 -0800,0.0083,Core Sleep
2026-01-18 03:02:31 -0800,2026-01-18 03:05:00 -0800,0.0414,Awake
2026-01-18 03:05:00 -0800,2026-01-18 03:20:27 -0800,0.2575,Core Sleep
2026-01-18 03:20:27 -0800,2026-01-18 03:20:57 -0800,0.0083,Deep Sleep
2026-01-18 03:20:57 -0800,2026-01-18 03:24:26 -0800,0.0581,Core Sleep
2026-01-18 03:24:26 -0800,2026-01-18 03:35:24 -0800,0.1828,Deep Sleep
2026-01-18 03:35:24 -0800,2026-01-18 03:35:54 -0800,0.0083,Awake
2026-01-18 03:35:54 -0800,2026-01-18 03:43:23 -0800,0.1247,Core Sleep
2026-01-18 03:43:23 -0800,2026-01-18 03:44:22 -0800,0.0164,Awake
2026-01-18 03:44:22 -0800,2026-01-18 03:49:51 -0800,0.0914,Core Sleep
2026-01-18 03:49:51 -0800,2026-01-18 04:05:48 -0800,0.2658,REM Sleep
2026-01-18 04:05:48 -0800,2026-01-18 04:52:39 -0800,0.7808,Core Sleep
2026-01-18 04:52:39 -0800,2026-01-18 05:08:06 -0800,0.2575,Deep Sleep
2026-01-18 05:08:06 -0800,2026-01-18 05:25:32 -0800,0.2906,Core Sleep
2026-01-18 05:25:32 -0800,2026-01-18 05:56:56 -0800,0.5233,REM Sleep
2026-01-18 05:56:56 -0800,2026-01-18 07:24:38 -0800,1.4617,Core Sleep
2026-01-18 07:24:38 -0800,2026-01-18 07:44:34 -0800,0.3322,REM Sleep
2026-01-18 07:44:34 -0800,2026-01-18 07:47:04 -0800,0.0417,Awake
2026-01-18 07:47:04 -0800,2026-01-18 08:26:26 -0800,0.6561,Core Sleep
2026-01-18 08:26:26 -0800,2026-01-18 08:30:55 -0800,0.0747,Awake
2026-01-18 08:30:55 -0800,2026-01-18 08:59:20 -0800,0.4736,Core Sleep
2026-01-18 08:59:20 -0800,2026-01-18 09:07:48 -0800,0.1411,REM Sleep
2026-01-19 02:04:59 -0800,2026-01-19 02:19:26 -0800,0.2408,Core Sleep
2026-01-19 02:19:26 -0800,2026-01-19 02:31:53 -0800,0.2075,Deep Sleep
2026-01-19 02:31:53 -0800,2026-01-19 02:39:22 -0800,0.1247,Core Sleep
2026-01-19 02:39:22 -0800,2026-01-19 02:40:52 -0800,0.0250,Deep Sleep
2026-01-19 02:40:52 -0800,2026-01-19 02:44:51 -0800,0.0664,Core Sleep
2026-01-19 02:44:51 -0800,2026-01-19 02:46:21 -0800,0.0250,Deep Sleep
2026-01-19 02:46:21 -0800,2026-01-19 03:39:10 -0800,0.8803,Core Sleep
2026-01-19 03:39:10 -0800,2026-01-19 03:41:40 -0800,0.0417,Deep Sleep
2026-01-19 03:41:40 -0800,2026-01-19 03:47:08 -0800,0.0911,Core Sleep
2026-01-19 03:47:08 -0800,2026-01-19 04:17:02 -0800,0.4983,Deep Sleep
2026-01-19 04:17:02 -0800,2026-01-19 04:25:01 -0800,0.1331,Core Sleep
2026-01-19 04:25:01 -0800,2026-01-19 04:26:30 -0800,0.0247,Awake
2026-01-19 04:26:30 -0800,2026-01-19 04:32:29 -0800,0.0997,Core Sleep
2026-01-19 04:32:29 -0800,2026-01-19 04:53:55 -0800,0.3572,REM Sleep
2026-01-19 04:53:55 -0800,2026-01-19 04:54:25 -0800,0.0083,Awake
2026-01-19 04:54:25 -0800,2026-01-19 04:55:25 -0800,0.0167,REM Sleep
2026-01-19 04:55:25 -0800,2026-01-19 05:32:47 -0800,0.6228,Core Sleep
2026-01-19 05:32:47 -0800,2026-01-19 05:35:46 -0800,0.0497,Awake
2026-01-19 05:35:46 -0800,2026-01-19 06:10:10 -0800,0.5733,Core Sleep
2026-01-19 06:10:10 -0800,2026-01-19 06:11:39 -0800,0.0247,Awake
2026-01-19 06:11:39 -0800,2026-01-19 06:23:37 -0800,0.1994,Core Sleep
2026-01-19 06:23:37 -0800,2026-01-19 07:10:28 -0800,0.7808,REM Sleep
2026-01-19 07:10:28 -0800,2026-01-19 07:14:27 -0800,0.0664,Core Sleep
2026-01-19 07:14:27 -0800,2026-01-19 07:31:23 -0800,0.2822,Awake
2026-01-19 07:31:23 -0800,2026-01-19 08:17:44 -0800,0.7725,Core Sleep
2026-01-19 08:17:44 -0800,2026-01-19 09:00:35 -0800,0.7142,REM Sleep
2026-01-19 09:00:35 -0800,2026-01-19 09:59:23 -0800,0.9800,Core Sleep
2026-01-19 09:59:23 -0800,2026-01-19 10:07:52 -0800,0.1414,REM Sleep
2026-01-19 10:07:52 -0800,2026-01-19 10:08:22 -0800,0.0083,Awake
2026-01-19 10:08:22 -0800,2026-01-19 10:13:21 -0800,0.0831,Core Sleep
2026-01-19 23:54:36 -0800,2026-01-20 00:22:01 -0800,0.4569,Core Sleep
2026-01-20 00:22:01 -0800,2026-01-20 00:25:00 -0800,0.0497,Deep Sleep
2026-01-20 00:25:00 -0800,2026-01-20 00:34:58 -0800,0.1661,Core Sleep
2026-01-20 00:34:58 -0800,2026-01-20 00:46:26 -0800,0.1911,Deep Sleep
2026-01-20 00:46:26 -0800,2026-01-20 00:47:25 -0800,0.0164,Awake
2026-01-20 00:47:25 -0800,2026-01-20 01:27:47 -0800,0.6728,Core Sleep
2026-01-20 01:27:47 -0800,2026-01-20 01:52:42 -0800,0.4153,Deep Sleep
2026-01-20 01:52:42 -0800,2026-01-20 01:55:42 -0800,0.0500,Awake
2026-01-20 01:55:42 -0800,2026-01-20 02:34:04 -0800,0.6394,Core Sleep
2026-01-20 02:34:04 -0800,2026-01-20 03:09:57 -0800,0.5981,REM Sleep
2026-01-20 03:09:57 -0800,2026-01-20 04:21:42 -0800,1.1958,Core Sleep
2026-01-20 04:21:42 -0800,2026-01-20 04:41:38 -0800,0.3322,REM Sleep
2026-01-20 04:41:38 -0800,2026-01-20 05:32:58 -0800,0.8556,Core Sleep
2026-01-20 05:32:58 -0800,2026-01-20 05:35:57 -0800,0.0497,Awake
2026-01-20 05:35:57 -0800,2026-01-20 05:43:26 -0800,0.1247,Core Sleep
2026-01-20 05:43:26 -0800,2026-01-20 06:31:46 -0800,0.8056,REM Sleep
2026-01-20 06:31:46 -0800,2026-01-20 06:40:44 -0800,0.1494,Awake
2026-01-20 06:40:44 -0800,2026-01-20 07:29:34 -0800,0.8139,Core Sleep
2026-01-20 07:29:34 -0800,2026-01-20 07:35:33 -0800,0.0997,Awake
2026-01-20 07:35:33 -0800,2026-01-20 07:39:32 -0800,0.0664,Core Sleep
2026-01-20 07:39:32 -0800,2026-01-20 07:48:31 -0800,0.1497,Awake
2026-01-20 07:48:31 -0800,2026-01-20 08:08:57 -0800,0.3406,Core Sleep
2026-01-20 08:08:57 -0800,2026-01-20 08:25:23 -0800,0.2739,REM Sleep
2026-01-21 00:12:34 -0800,2026-01-21 00:28:31 -0800,0.2658,Core Sleep
2026-01-21 00:28:31 -0800,2026-01-21 00:41:58 -0800,0.2242,Deep Sleep
2026-01-21 00:41:58 -0800,2026-01-21 00:49:26 -0800,0.1244,Core Sleep
2026-01-21 00:49:26 -0800,2026-01-21 00:50:56 -0800,0.0250,Deep Sleep
2026-01-21 00:50:56 -0800,2026-01-21 00:51:26 -0800,0.0083,Core Sleep
2026-01-21 00:51:26 -0800,2026-01-21 01:05:53 -0800,0.2408,Deep Sleep
2026-01-21 01:05:53 -0800,2026-01-21 01:07:23 -0800,0.0250,Awake
2026-01-21 01:07:23 -0800,2026-01-21 01:18:21 -0800,0.1828,Core Sleep
2026-01-21 01:18:21 -0800,2026-01-21 01:26:19 -0800,0.1328,REM Sleep
2026-01-21 01:26:19 -0800,2026-01-21 01:51:44 -0800,0.4236,Core Sleep
2026-01-21 01:51:44 -0800,2026-01-21 02:03:12 -0800,0.1911,Deep Sleep
2026-01-21 02:03:12 -0800,2026-01-21 02:04:42 -0800,0.0250,Awake
2026-01-21 02:04:42 -0800,2026-01-21 02:17:39 -0800,0.2158,Core Sleep
2026-01-21 02:17:39 -0800,2026-01-21 02:50:02 -0800,0.5397,Deep Sleep
2026-01-21 02:50:02 -0800,2026-01-21 02:51:02 -0800,0.0167,Core Sleep
2026-01-21 02:51:02 -0800,2026-01-21 03:11:58 -0800,0.3489,REM Sleep
2026-01-21 03:11:58 -0800,2026-01-21 03:12:58 -0800,0.0167,Awake
2026-01-21 03:12:58 -0800,2026-01-21 04:21:44 -0800,1.1461,Core Sleep
2026-01-21 04:21:44 -0800,2026-01-21 04:22:44 -0800,0.0167,Awake
2026-01-21 04:22:44 -0800,2026-01-21 04:30:42 -0800,0.1328,Core Sleep
2026-01-21 04:30:42 -0800,2026-01-21 04:40:40 -0800,0.1661,REM Sleep
2026-01-21 04:40:40 -0800,2026-01-21 04:47:39 -0800,0.1164,Awake
2026-01-21 04:47:39 -0800,2026-01-21 05:30:30 -0800,0.7142,Core Sleep
2026-01-21 05:30:30 -0800,2026-01-21 05:57:25 -0800,0.4486,REM Sleep
2026-01-21 05:57:25 -0800,2026-01-21 06:31:18 -0800,0.5647,Core Sleep
2026-01-22 01:03:40 -0800,2026-01-22 01:20:36 -0800,0.2822,Core Sleep
2026-01-22 01:20:36 -0800,2026-01-22 01:22:06 -0800,0.0250,Awake
2026-01-22 01:22:06 -0800,2026-01-22 01:35:03 -0800,0.2158,Core Sleep
2026-01-22 01:35:03 -0800,2026-01-22 02:00:58 -0800,0.4319,Deep Sleep
2026-01-22 02:00:58 -0800,2026-01-22 02:02:58 -0800,0.0333,Awake
2026-01-22 02:02:58 -0800,2026-01-22 02:30:22 -0800,0.4567,Core Sleep
2026-01-22 02:30:22 -0800,2026-01-22 02:32:22 -0800,0.0333,Deep Sleep
2026-01-22 02:32:22 -0800,2026-01-22 02:34:21 -0800,0.0331,Core Sleep
2026-01-22 02:34:21 -0800,2026-01-22 02:35:21 -0800,0.0167,Awake
2026-01-22 02:35:21 -0800,2026-01-22 03:03:16 -0800,0.4653,Core Sleep
2026-01-22 03:03:16 -0800,2026-01-22 03:12:44 -0800,0.1578,Awake
2026-01-22 03:12:44 -0800,2026-01-22 03:25:41 -0800,0.2158,Core Sleep
2026-01-22 03:25:41 -0800,2026-01-22 03:41:08 -0800,0.2575,REM Sleep
2026-01-22 03:41:08 -0800,2026-01-22 04:37:57 -0800,0.9469,Core Sleep
2026-01-22 04:37:57 -0800,2026-01-22 04:41:56 -0800,0.0664,Deep Sleep
2026-01-22 04:41:56 -0800,2026-01-22 04:57:53 -0800,0.2658,Core Sleep
2026-01-22 04:57:53 -0800,2026-01-22 04:58:52 -0800,0.0164,Awake
2026-01-22 04:58:52 -0800,2026-01-22 05:08:21 -0800,0.1581,Core Sleep
2026-01-22 05:08:21 -0800,2026-01-22 05:40:14 -0800,0.5314,REM Sleep
2026-01-22 05:40:14 -0800,2026-01-22 06:17:37 -0800,0.6231,Core Sleep
2026-01-22 06:17:37 -0800,2026-01-22 06:21:06 -0800,0.0581,Deep Sleep
2026-01-22 06:21:06 -0800,2026-01-22 06:21:36 -0800,0.0083,Core Sleep
2026-01-22 06:21:36 -0800,2026-01-22 06:25:05 -0800,0.0581,Awake
2026-01-22 06:25:05 -0800,2026-01-22 06:51:00 -0800,0.4319,Core Sleep
2026-01-22 06:51:00 -0800,2026-01-22 07:29:22 -0800,0.6394,REM Sleep
2026-01-22 07:29:22 -0800,2026-01-22 07:31:52 -0800,0.0417,Awake
2026-01-22 07:31:52 -0800,2026-01-22 07:38:20 -0800,0.1078,Core Sleep
2026-01-22 07:38:20 -0800,2026-01-22 07:41:20 -0800,0.0500,Awake
2026-01-22 07:41:20 -0800,2026-01-22 07:43:19 -0800,0.0331,Core Sleep
2026-01-23 01:30:12 -0800,2026-01-23 01:39:10 -0800,0.1494,Core Sleep
2026-01-23 01:39:10 -0800,2026-01-23 01:51:08 -0800,0.1994,Deep Sleep
2026-01-23 01:51:08 -0800,2026-01-23 01:53:07 -0800,0.0331,Core Sleep
2026-01-23 01:53:07 -0800,2026-01-23 01:58:36 -0800,0.0914,Deep Sleep
2026-01-23 01:58:36 -0800,2026-01-23 02:00:06 -0800,0.0250,Core Sleep
2026-01-23 02:00:06 -0800,2026-01-23 02:16:03 -0800,0.2658,Deep Sleep
2026-01-23 02:16:03 -0800,2026-01-23 02:22:32 -0800,0.1081,Core Sleep
2026-01-23 02:22:32 -0800,2026-01-23 02:28:00 -0800,0.0911,REM Sleep
2026-01-23 02:28:00 -0800,2026-01-23 03:05:53 -0800,0.6314,Core Sleep
2026-01-23 03:05:53 -0800,2026-01-23 03:41:46 -0800,0.5981,Deep Sleep
2026-01-23 03:41:46 -0800,2026-01-23 03:47:44 -0800,0.0994,Core Sleep
2026-01-23 03:47:44 -0800,2026-01-23 03:54:13 -0800,0.1081,REM Sleep
2026-01-23 03:54:13 -0800,2026-01-23 03:54:43 -0800,0.0083,Awake
2026-01-23 03:54:43 -0800,2026-01-23 04:40:04 -0800,0.7558,Core Sleep
2026-01-23 04:40:04 -0800,2026-01-23 04:58:30 -0800,0.3072,Deep Sleep
2026-01-23 04:58:30 -0800,2026-01-23 04:59:00 -0800,0.0083,Core Sleep
2026-01-23 04:59:00 -0800,2026-01-23 05:35:23 -0800,0.6064,REM Sleep
2026-01-23 05:35:23 -0800,2026-01-23 06:42:39 -0800,1.1211,Core Sleep
2026-01-23 06:42:39 -0800,2026-01-23 07:20:02 -0800,0.6231,REM Sleep
2026-01-23 07:20:02 -0800,2026-01-23 07:44:57 -0800,0.4153,Core Sleep
2026-01-23 07:44:57 -0800,2026-01-23 07:49:56 -0800,0.0831,REM Sleep
2026-01-23 07:49:56 -0800,2026-01-23 08:09:22 -0800,0.3239,Core Sleep
2026-01-23 08:09:22 -0800,2026-01-23 08:13:51 -0800,0.0747,Awake
2026-01-23 08:13:51 -0800,2026-01-23 08:19:20 -0800,0.0914,Core Sleep
2026-01-23 08:19:20 -0800,2026-01-23 08:25:48 -0800,0.1078,Awake
2026-01-23 08:25:48 -0800,2026-01-23 08:27:48 -0800,0.0333,Core Sleep
2026-01-25 02:22:19 -0800,2026-01-25 02:24:19 -0800,0.0333,REM Sleep
2026-01-25 02:24:19 -0800,2026-01-25 02:37:16 -0800,0.2158,Core Sleep
2026-01-25 02:37:16 -0800,2026-01-25 02:42:45 -0800,0.0914,Deep Sleep
2026-01-25 02:42:45 -0800,2026-01-25 02:49:14 -0800,0.1081,Core Sleep
2026-01-25 02:49:14 -0800,2026-01-25 03:03:11 -0800,0.2325,Deep Sleep
2026-01-25 03:03:11 -0800,2026-01-25 03:04:40 -0800,0.0247,Awake
2026-01-25 03:04:40 -0800,2026-01-25 03:21:37 -0800,0.2825,Core Sleep
2026-01-25 03:21:37 -0800,2026-01-25 03:25:36 -0800,0.0664,Deep Sleep
2026-01-25 03:25:36 -0800,2026-01-25 03:56:30 -0800,0.5150,Core Sleep
2026-01-25 03:56:30 -0800,2026-01-25 04:02:29 -0800,0.0997,Deep Sleep
2026-01-25 04:02:29 -0800,2026-01-25 04:04:59 -0800,0.0417,Awake
2026-01-25 04:04:59 -0800,2026-01-25 04:14:57 -0800,0.1661,Core Sleep
2026-01-25 04:14:57 -0800,2026-01-25 04:34:53 -0800,0.3322,REM Sleep
2026-01-25 04:34:53 -0800,2026-01-25 05:41:09 -0800,1.1044,Core Sleep
2026-01-25 05:41:09 -0800,2026-01-25 05:54:37 -0800,0.2244,Deep Sleep
2026-01-25 05:54:37 -0800,2026-01-25 06:14:33 -0800,0.3322,Core Sleep
2026-01-25 06:14:33 -0800,2026-01-25 06:54:55 -0800,0.6728,REM Sleep
2026-01-25 06:54:55 -0800,2026-01-25 08:06:40 -0800,1.1958,Core Sleep
2026-01-25 08:06:40 -0800,2026-01-25 09:00:00 -0800,0.8889,REM Sleep
2026-01-25 09:00:00 -0800,2026-01-25 09:08:28 -0800,0.1411,Core Sleep
2026-01-25 09:08:28 -0800,2026-01-25 09:20:56 -0800,0.2078,Awake
2026-01-25 09:20:56 -0800,2026-01-25 09:47:20 -0800,0.4400,Core Sleep
2026-01-25 09:47:20 -0800,2026-01-25 09:48:50 -0800,0.0250,Awake
2026-01-25 09:48:50 -0800,2026-01-25 10:06:16 -0800,0.2906,Core Sleep
2026-01-25 10:06:16 -0800,2026-01-25 10:12:45 -0800,0.1081,Awake
2026-01-25 10:12:45 -0800,2026-01-25 10:15:15 -0800,0.0417,Core Sleep
2026-01-25 23:52:42 -0800,2026-01-26 00:11:08 -0800,0.3072,Core Sleep
2026-01-26 00:11:08 -0800,2026-01-26 00:16:07 -0800,0.0831,Deep Sleep
2026-01-26 00:16:07 -0800,2026-01-26 00:38:03 -0800,0.3656,Core Sleep
